iter	Passed	Remaining
525	3173	1261
526	3177	1253
527	3183	1248
528	3186	1241
529	3191	1234
530	3199	1229
531	3205	1222
532	3213	1217
533	3219	1211
534	3222	1204
535	3226	1197
536	3231	1191
537	3236	1185
538	3245	1180
539	3251	1174
540	3259	1168
541	3266	1163
542	3274	1157
543	3280	1151
544	3283	1144
545	3287	1138
546	3295	1132
547	3329	1136
548	3337	1130
549	3344	1124
550	3348	1118
551	3356	1112
552	3363	1107
553	3371	1101
554	3377	1095
555	3384	1089
556	3392	1084
557	3399	1078
558	3407	1072
559	3413	1066
560	3419	1060
561	3426	1054
562	3432	1048
563	3440	1043
564	3446	1036
565	3454	1031
566	3459	1024
567	3465	1018
568	3471	1012
569	3474	1005
570	3481	999
571	3488	994
572	3491	987
573	3496	980
574	3501	974
575	3505	967
576	3508	960
577	3512	953
578	3516	947
579	3521	941
580	3524	934
581	3527	927
582	3530	920
583	3534	913
584	3537	907
585	3542	900
586	3547	894
587	3551	887
588	3555	881
589	3559	874
590	3564	868
591	3570	862
592	3583	858
593	3590	852
594	3597	846
595	3602	840
596	3605	833
597	3610	827
598	3615	820
599	3621	814
600	3629	809
601	3635	803
602	3644	797
603	3651	792
604	3659	786
605	3664	780
606	3668	773
607	3674	767
608	3679	761
609	3686	755
610	3694	749
611	3700	743
612	3705	737
613	3710	731
614	3715	724
615	3720	718
616	3726	712
617	3731	706
618	3736	700
619	3742	694
620	3748	688
621	3757	682
622	3765	676
623	3771	670
624	3774	664
625	3788	659
626	3791	653
627	3795	646
628	3842	647
629	3845	640
630	3849	634
631	3854	628
632	3858	621
633	3870	616
634	3876	610
635	3882	604
636	3887	598
637	3898	592
638	3905	586
639	3910	580
640	3916	574
641	3920	567
642	3925	561
643	3933	555
644	3939	549
645	3945	543
646	3950	537
647	3955	531
648	3960	524
649	3965	518
650	3968	512
651	3973	505
652	3978	499
653	3983	493
654	3988	487
655	3994	481
656	3999	474
657	4004	468
658	4009	462
659	4014	456
660	4019	450
661	4025	443
662	4030	437
663	4036	431
664	4044	425
665	4048	419
666	4053	413
667	4059	407
668	4064	400
669	4072	395
670	4077	388
671	4082	382
672	4087	376
673	4092	370
674	4095	364
675	4113	358
676	4134	354
677	4157	349
678	4181	344
679	4201	339
680	4219	334
681	4233	328
682	4256	324
683	4269	318
684	4275	312
685	4279	305
686	4284	299
687	4299	293
688	4307	287
689	4317	281
690	4321	275
691	4325	268
692	4331	262
693	4334	256
694	4339	249
695	4347	243
696	4351	237
697	4354	230
698	4359	224
699	4363	218
700	4367	211
701	4372	205
702	4377	199
703	4380	192
704	4385	186
705	4390	180
706	4394	174
707	4398	167
708	4403	161
709	4407	155
710	4412	148
711	4415	142
712	4420	136
713	4426	130
714	4429	123
715	4432	117
716	4436	111
717	4441	105
718	4444	98
719	4449	92
720	4451	86
721	4456	80
722	4461	74
723	4465	67
724	4471	61
725	4476	55
726	4481	49
727	4487	43
728	4491	36
729	4494	30
730	4498	24
731	4503	18
732	4507	12
733	4509	6
734	4512	0
