iter	RMSE
424	1.647476615
425	1.646877284
426	1.645457177
427	1.643247445
428	1.642328553
429	1.641026703
430	1.638459628
431	1.637230672
432	1.635718267
433	1.635341929
434	1.631846853
435	1.628948528
436	1.628087321
437	1.626272597
438	1.625516411
439	1.624485451
440	1.623963727
441	1.623101099
442	1.621366276
443	1.618556142
444	1.618437603
445	1.616954862
446	1.616851413
447	1.616759421
448	1.615935947
449	1.614030916
450	1.612551269
451	1.611478069
452	1.609422443
453	1.608604501
454	1.606344083
455	1.602760466
456	1.602389166
457	1.602263814
458	1.601947823
459	1.599650491
460	1.599455347
461	1.597269393
462	1.595865589
463	1.594661823
464	1.592934853
465	1.590876785
466	1.589210697
467	1.586341087
468	1.586243292
469	1.586164051
470	1.585922102
471	1.583620365
472	1.581466444
473	1.581414644
474	1.581358715
475	1.577609565
476	1.575553782
477	1.575450557
478	1.573980245
479	1.573585311
480	1.571562581
481	1.57050038
482	1.568821004
483	1.565756843
484	1.565618632
485	1.56557252
486	1.564336734
487	1.562750778
488	1.561965433
489	1.561530487
490	1.559674755
491	1.558297522
492	1.556983127
493	1.55694904
494	1.554169677
495	1.552922116
496	1.552883306
497	1.55177803
498	1.548904034
499	1.548796694
500	1.546646259
501	1.545580727
502	1.543724632
503	1.543010347
504	1.5413518
505	1.540763378
506	1.54034938
507	1.538596866
508	1.537388149
509	1.536680997
510	1.536226684
511	1.535859095
512	1.535785047
513	1.535197662
514	1.534453447
515	1.532665768
516	1.530715837
517	1.530230423
518	1.528714514
519	1.52804462
520	1.526903461
521	1.525896168
522	1.523250621
523	1.521836639
524	1.521587544
525	1.5197954
526	1.517510467
527	1.516648263
528	1.515204698
529	1.514454869
530	1.51301492
531	1.512951698
532	1.511851913
533	1.510093367
534	1.508248504
535	1.506369655
536	1.505010078
537	1.503714049
538	1.503005762
539	1.502118815
540	1.501007964
541	1.500345276
542	1.499469293
543	1.497319488
544	1.494625316
545	1.494525689
546	1.492740516
547	1.492372453
548	1.49061707
549	1.488021362
550	1.486510066
551	1.485828573
552	1.485399989
553	1.48399389
554	1.482782724
555	1.48214214
556	1.480951604
557	1.47929333
558	1.478400298
559	1.476801398
560	1.475469194
561	1.474277749
562	1.473550876
563	1.471290665
564	1.470193947
565	1.469522032
566	1.468897562
567	1.467414242
568	1.465703815
569	1.465448383
570	1.464080668
571	1.463567117
572	1.46354263
573	1.462872384
574	1.461440249
575	1.46081217
576	1.459958568
577	1.458295122
578	1.456921929
579	1.455885615
580	1.454661444
581	1.454096034
582	1.453091017
583	1.452575966
584	1.452281908
585	1.452242633
586	1.451473808
587	1.450495668
588	1.448177397
589	1.446826643
590	1.446066249
591	1.446001002
592	1.444691965
593	1.44325972
594	1.443001808
595	1.442079074
596	1.44088075
597	1.440205327
598	1.438908329
599	1.436661129
600	1.436154799
601	1.435065827
602	1.435027647
603	1.433990776
604	1.43365458
605	1.432714257
606	1.432018755
607	1.431010404
608	1.429066824
609	1.42761936
610	1.427292949
611	1.427244371
612	1.426605892
613	1.425505004
614	1.425033642
615	1.424479381
616	1.4240467
617	1.42309736
618	1.42228991
619	1.422030483
620	1.421688169
621	1.420934654
622	1.419415656
623	1.41925936
624	1.41814311
625	1.4153312
626	1.414269598
627	1.413558104
628	1.411294902
629	1.411064373
630	1.411028178
631	1.409616318
632	1.408826597
633	1.408604665
634	1.408123238
635	1.407739437
636	1.407680778
637	1.40710359
638	1.405696849
639	1.404060132
640	1.403189034
641	1.402318481
642	1.400888748
643	1.399930005
644	1.39988095
645	1.399729119
646	1.398957217
647	1.398302841
648	1.398269094
649	1.397532551
650	1.397066685
651	1.396887439
652	1.395903532
653	1.395396906
654	1.393304616
655	1.393027299
656	1.391251735
657	1.390576737
658	1.389528445
659	1.389478336
660	1.388773917
661	1.386963368
662	1.385986963
663	1.38448958
664	1.383845032
665	1.383109036
666	1.382355205
667	1.382183386
668	1.380899709
669	1.38010325
670	1.379068404
671	1.378830081
672	1.378115214
673	1.378099147
674	1.376548
675	1.374586752
676	1.374053553
677	1.373238758
678	1.372405074
679	1.370133491
680	1.369668471
681	1.367931388
682	1.367202719
683	1.366256109
684	1.365801268
685	1.365573443
686	1.364736364
687	1.363372646
688	1.363347243
689	1.362594871
690	1.36111643
691	1.360374796
692	1.359687844
693	1.3578139
694	1.356950539
695	1.356802675
696	1.3550491
697	1.354690595
698	1.354166896
699	1.353609257
700	1.352992665
701	1.352773732
702	1.352286059
703	1.351686158
704	1.351375944
705	1.351228838
706	1.351210523
707	1.350354692
708	1.350031733
709	1.349019777
710	1.347792946
711	1.347271077
712	1.347247529
713	1.346792508
714	1.345929719
715	1.345101027
716	1.344374007
717	1.344226455
718	1.344094079
719	1.342487923
720	1.341950431
721	1.341619382
722	1.341607087
723	1.340833448
724	1.339741054
725	1.338862041
726	1.338424452
727	1.337674888
728	1.337145459
729	1.336402038
730	1.335971983
731	1.335429296
732	1.334784733
733	1.333570671
734	1.332549299
